TICKER,EMPRESA,SETOR ECONÔMICO,SUBSETOR,SEGMENTO
CEED3,Cia Estadual De Distrib Ener Elet-Ceee-D,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEED4,Cia Estadual De Distrib Ener Elet-Ceee-D,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEPE3,Cia Energetica De Pernambuco - Celpe,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEPE5,Cia Energetica De Pernambuco - Celpe,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEPE6,Cia Energetica De Pernambuco - Celpe,Utilidade Pública,Energia Elétrica,Energia Elétrica
CESP3,Cesp - Cia Energetica De Sao Paulo,Utilidade Pública,Energia Elétrica,Energia Elétrica
CESP5,Cesp - Cia Energetica De Sao Paulo,Utilidade Pública,Energia Elétrica,Energia Elétrica
CESP6,Cesp - Cia Energetica De Sao Paulo,Utilidade Pública,Energia Elétrica,Energia Elétrica
CLSC3,Centrais Elet De Santa Catarina S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
CLSC4,Centrais Elet De Santa Catarina S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
CMIG3,Cia Energetica De Minas Gerais - Cemig,Utilidade Pública,Energia Elétrica,Energia Elétrica
CMIG4,Cia Energetica De Minas Gerais - Cemig,Utilidade Pública,Energia Elétrica,Energia Elétrica
COCE3,Cia Energetica Do Ceara - Coelce,Utilidade Pública,Energia Elétrica,Energia Elétrica
COCE5,Cia Energetica Do Ceara - Coelce,Utilidade Pública,Energia Elétrica,Energia Elétrica
COCE6,Cia Energetica Do Ceara - Coelce,Utilidade Pública,Energia Elétrica,Energia Elétrica
CPFE3,Cpfl Energia S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
CPLE3,Cia Paranaense De Energia - Copel,Utilidade Pública,Energia Elétrica,Energia Elétrica
CPLE5,Cia Paranaense De Energia - Copel,Utilidade Pública,Energia Elétrica,Energia Elétrica
CPLE6,Cia Paranaense De Energia - Copel,Utilidade Pública,Energia Elétrica,Energia Elétrica
CPRE3,Cpfl Energias Renovaveis S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
CSRN3,Cia Energetica Do Rio Gde Norte - Cosern,Utilidade Pública,Energia Elétrica,Energia Elétrica
CSRN5,Cia Energetica Do Rio Gde Norte - Cosern,Utilidade Pública,Energia Elétrica,Energia Elétrica
CSRN6,Cia Energetica Do Rio Gde Norte - Cosern,Utilidade Pública,Energia Elétrica,Energia Elétrica
EEEL3,Cia Estadual Ger.Trans.Ener.Elet-Ceee-Gt,Utilidade Pública,Energia Elétrica,Energia Elétrica
EEEL4,Cia Estadual Ger.Trans.Ener.Elet-Ceee-Gt,Utilidade Pública,Energia Elétrica,Energia Elétrica
EGIE3,Engie Brasil Energia S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
EKTR3,Elektro Redes S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
EKTR4,Elektro Redes S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
ELET3,Centrais Elet Bras S.A. - Eletrobras,Utilidade Pública,Energia Elétrica,Energia Elétrica
ELET5,Centrais Elet Bras S.A. - Eletrobras,Utilidade Pública,Energia Elétrica,Energia Elétrica
ELET6,Centrais Elet Bras S.A. - Eletrobras,Utilidade Pública,Energia Elétrica,Energia Elétrica
EMAE3,Emae - Empresa Metrop.Aguas Energia S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
EMAE4,Emae - Empresa Metrop.Aguas Energia S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
ENBR3,Edp - Energias Do Brasil S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
ENEV3,Eneva S.A,Utilidade Pública,Energia Elétrica,Energia Elétrica
ENGI11,Energisa S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
ENGI3,Energisa S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
ENGI4,Energisa S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
ENMT3,Energisa Mato Grosso-Distribuidora De Energia S/A,Utilidade Pública,Energia Elétrica,Energia Elétrica
ENMT4,Energisa Mato Grosso-Distribuidora De Energia S/A,Utilidade Pública,Energia Elétrica,Energia Elétrica
EQMA,Equatorial Maranhão Distribuidora De Energia S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
EQPA3,Equatorial Para Distribuidora De Energia S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
EQPA5,Equatorial Para Distribuidora De Energia S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
EQPA6,Equatorial Para Distribuidora De Energia S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
EQPA7,Equatorial Para Distribuidora De Energia S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
EQTL3,Equatorial Energia S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
GEPA3,Rio Paranapanema Energia S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
GEPA4,Rio Paranapanema Energia S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
GPAR3,Cia Celg De Participacoes - Celgpar,Utilidade Pública,Energia Elétrica,Energia Elétrica
LIGT3,Light S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
LIPR3,Eletrobras Participacoes S.A. - Eletropar,Utilidade Pública,Energia Elétrica,Energia Elétrica
NEOE3,Neoenergia S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
OMGE3,Omega Geracao S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
PRMN,Produtores Energet.De Manso S.A.- Proman,Utilidade Pública,Energia Elétrica,Energia Elétrica
REDE3,Rede Energia Participacoes S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
RNEW11,Renova Energia S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
RNEW3,Renova Energia S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
RNEW4,Renova Energia S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
STKF3,Statkraft Energias Renovaveis S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
POWE3,Focus Energia Holding Participações S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
TAEE11,Trans. Alianca De Energia Eletrica S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
TAEE3,Trans. Alianca De Energia Eletrica S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
TAEE4,Trans. Alianca De Energia Eletrica S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
TIET11,Aes Tiete Energia SA,Utilidade Pública,Energia Elétrica,Energia Elétrica
TIET3,Aes Tiete Energia SA,Utilidade Pública,Energia Elétrica,Energia Elétrica
TIET4,Aes Tiete Energia SA,Utilidade Pública,Energia Elétrica,Energia Elétrica
TRPL3,Cteep - Cia Transmissao Energia Eletrica Paulista,Utilidade Pública,Energia Elétrica,Energia Elétrica
TRPL4,Cteep - Cia Transmissao Energia Eletrica Paulista,Utilidade Pública,Energia Elétrica,Energia Elétrica
UPKP,Uptick Participacoes S.A.,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEGR3,Cia Distrib De Gas Do Rio De Janeiro-Ceg,Utilidade Pública,Gás,Gás
CGAS3,Cia Gas De Sao Paulo - Comgas,Utilidade Pública,Gás,Gás
CGAS5,Cia Gas De Sao Paulo - Comgas,Utilidade Pública,Gás,Gás
